Customer_ID,Gender,Age,Married,State,Number_of_Referrals,Tenure_in_Months,Value_Deal,Phone_Service,Multiple_Lines,Internet_Service,Internet_Type,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,Customer_Status,Churn_Category,Churn_Reason
98954-OKL,Female,63,No,Oklahoma,9,28,,Yes,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,73.45,2661.1,0,0,468.65,3129.75,Stayed,,
89027-MIS,Male,31,No,Mississippi,6,6,Deal 2,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,100.1,4378.35,0,0,2153.8,6532.15,Stayed,,
47672-LOU,Female,28,Yes,Louisiana,12,35,,No,,Yes,DSL,Yes,No,No,Yes,Yes,No,No,Yes,Two Year,No,Bank Withdrawal,45.4,1593.1,44.13,0,0,1548.97,Stayed,,
33831-RHO,Female,59,Yes,Rhode Island,12,30,Deal 2,Yes,No,Yes,DSL,Yes,Yes,Yes,No,No,No,No,Yes,One Year,No,Bank Withdrawal,61.35,3874.1,0,0,1251.25,5125.35,Stayed,,
82546-CON,Female,54,Yes,Connecticut,11,11,,Yes,Yes,Yes,Cable,Yes,Yes,No,Yes,No,No,No,Yes,One Year,No,Mailed Check,65.5,3801.3,0,0,854.91,4656.21,Stayed,,
32932-GEO,Female,35,No,Georgia,4,5,,No,,Yes,DSL,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,50.6,1073.3,0,0,0,1073.3,Stayed,,
71261-WES,Female,59,No,West Virginia,2,27,,Yes,No,Yes,Cable,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,70.45,70.45,0,0,20.1,90.55,Joined,,
82511-MAS,Male,43,No,Massachusetts,12,23,Deal 2,No,,Yes,Cable,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,30.4,1621.35,0,0,0,1621.35,Stayed,,
92225-NEB,Female,43,Yes,Nebraska,2,14,Deal 2,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,111.5,4915.15,0,0,1955.8,6870.95,Stayed,,
18943-PEN,Female,51,No,Pennsylvania,5,26,Deal 5,Yes,No,No,,,,,,,,,,Two Year,No,Credit Card,20.1,100.35,0,0,150.3,250.65,Stayed,,
92725-NOR,Male,67,No,North Carolina,8,23,Deal 2,Yes,No,No,,,,,,,,,,One Year,No,Bank Withdrawal,19.75,989.05,0,0,1897.5,2886.55,Stayed,,
43333-ORE,Female,48,No,Oregon,12,22,Deal 4,Yes,No,No,,,,,,,,,,One Year,No,Credit Card,19.3,259.65,35.28,0,585.39,809.76,Stayed,,
67427-MAI,Female,31,Yes,Maine,10,1,,No,,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,24.75,66.95,0,0,0,66.95,Churned,Competitor,Competitor offered higher download speeds
14567-ORE,Male,43,No,Oregon,1,9,,Yes,No,No,,,,,,,,,,Month-to-Month,No,Credit Card,20.35,20.35,0,0,44.09,64.44,Joined,,
59370-VIR,Male,52,No,Virginia,2,30,Deal 3,Yes,No,No,,,,,,,,,,Two Year,No,Credit Card,19.7,509.3,0,0,871.56,1380.86,Stayed,,
36357-WES,Male,35,Yes,West Virginia,4,27,,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Credit Card,109.3,7782.85,0,70,2021.37,9874.22,Stayed,,
37098-MAR,Female,55,Yes,Maryland,13,26,Deal 4,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,44.6,641.25,0,0,629.3,1270.55,Stayed,,
12516-IDA,Female,25,Yes,Idaho,3,30,Deal 3,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.4,3143.65,0,0,600.78,3744.43,Stayed,,
27627-MAS,Female,29,No,Massachusetts,11,8,Deal 4,Yes,No,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,96.55,1901.65,0,0,571.4,2473.05,Stayed,,
48729-WIS,Female,49,No,Wisconsin,9,16,Deal 4,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,43.8,540.95,0,0,78.72,619.67,Stayed,,
13626-ARI,Male,58,No,Arizona,11,1,,No,,Yes,Cable,Yes,Yes,No,Yes,No,No,No,Yes,One Year,No,Credit Card,40.25,1564.05,0,0,0,1564.05,Stayed,,
92249-MAR,Male,49,No,Maryland,15,8,Deal 5,No,,Yes,DSL,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,30.5,208.7,0,0,0,208.7,Churned,Competitor,Competitor had better devices
94584-NEW,Male,58,Yes,New Jersey,2,28,,Yes,No,No,,,,,,,,,,Two Year,Yes,Credit Card,19.8,1414.65,0,0,2796.48,4211.13,Stayed,,
77688-MON,Male,35,No,Montana,4,13,,Yes,No,Yes,DSL,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,49,49,0,0,49.19,98.19,Joined,,
73132-ILL,Female,49,Yes,Illinois,10,15,,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,70.05,266.9,0,0,50.32,317.22,Churned,Competitor,Competitor had better devices
42909-KEN,Female,35,No,Kentucky,0,4,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,77.15,77.15,0,10,27.7,114.85,Churned,Dissatisfaction,Limited range of services
34904-NEW,Male,49,Yes,New Jersey,1,23,,Yes,Yes,Yes,Cable,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,76.1,4818.8,0,0,421.76,5240.56,Stayed,,
95617-WYO,Female,22,No,Wyoming,6,7,Deal 4,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.15,1164.3,0,0,366.48,1530.78,Churned,Price,Price too high
47767-PEN,Female,22,Yes,Pennsylvania,0,1,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,81,340.85,0,50,86.48,477.33,Churned,Dissatisfaction,Limited range of services
99120-MAR,Female,65,Yes,Maryland,0,9,,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,107.5,7713.55,0,140,2171.89,10025.44,Stayed,,
63682-WES,Male,45,Yes,West Virginia,11,21,,Yes,No,No,,,,,,,,,,Two Year,No,Credit Card,19.55,1240.15,0,0,2493.44,3733.59,Stayed,,
47381-WIS,Male,53,Yes,Wisconsin,13,26,,Yes,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,72.75,2447.45,0,0,630.63,3078.08,Stayed,,
77983-IDA,Female,35,Yes,Idaho,9,35,,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,70.15,70.15,0,0,2.24,72.39,Churned,Competitor,Competitor offered higher download speeds
53612-TEX,Female,39,Yes,Texas,8,34,,Yes,No,No,,,,,,,,,,Month-to-Month,No,Credit Card,20.85,72,0,0,35.31,107.31,Joined,,
73637-RHO,Male,21,Yes,Rhode Island,0,10,,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,101.75,7069.3,0,0,1391.6,8460.9,Stayed,,
23597-WYO,Male,25,Yes,Wyoming,11,28,Deal 2,No,,Yes,DSL,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,49.65,2553.35,0,0,0,2553.35,Stayed,,
61409-KAN,Male,53,Yes,Kansas,0,34,Deal 5,Yes,Yes,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50.9,225.6,0,0,34.32,259.92,Churned,Dissatisfaction,Network reliability
92444-NOR,Female,49,Yes,North Carolina,5,15,,Yes,No,No,,,,,,,,,,Two Year,Yes,Credit Card,19.4,1284.2,0,0,367.16,1651.36,Stayed,,
53485-CAL,Female,44,Yes,California,2,13,,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,111.75,7511.3,0,0,959.48,8470.78,Stayed,,
23921-ORE,Female,54,Yes,Oregon,4,18,,Yes,Yes,No,,,,,,,,,,Two Year,No,Bank Withdrawal,23.65,1416.75,0,0,552.42,1969.17,Stayed,,
91796-MAR,Female,68,No,Maryland,9,19,,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,100.05,6871.9,0,0,3290.1,10162,Churned,Price,Extra data charges
83127-ARI,Female,76,No,Arizona,1,35,,Yes,Yes,Yes,Cable,Yes,No,No,Yes,No,No,No,No,One Year,Yes,Bank Withdrawal,60.05,3229.65,0,100,1148.51,4478.16,Churned,Other,Moved
15788-ILL,Female,63,Yes,Illinois,8,5,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.6,69.6,0,0,45.8,115.4,Churned,Dissatisfaction,Poor expertise of online support
77311-IOW,Male,31,No,Iowa,13,26,,No,,Yes,DSL,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,48.55,201,0,0,0,201,Churned,Price,Long distance charges
61962-KEN,Male,36,Yes,Kentucky,15,15,,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes,One Year,Yes,Credit Card,84.3,5289.05,0,0,1937.28,7226.33,Stayed,,
13058-COL,Female,58,No,Colorado,13,22,,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,46.1,130.15,0,0,7.98,138.13,Joined,,
27944-MIC,Female,74,Yes,Michigan,1,31,Deal 1,No,,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,56.45,3985.35,0,0,0,3985.35,Stayed,,
23729-NEW,Female,58,No,New Hampshire,14,19,Deal 5,Yes,No,No,,,,,,,,,,Month-to-Month,Yes,Credit Card,19.65,38.8,0,0,19.22,58.02,Joined,,
49373-NEB,Female,31,Yes,Nebraska,12,9,,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.5,2180.55,0,0,667.44,2847.99,Churned,Price,Lack of affordable download/upload speed
31940-VIR,Male,63,No,Virginia,6,35,Deal 5,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,85.05,746.5,0,30,109.62,886.12,Churned,Attitude,Attitude of service provider
93971-IND,Female,30,Yes,Indiana,11,34,Deal 3,Yes,No,No,,,,,,,,,,Two Year,No,Bank Withdrawal,20.25,717.95,0,0,1530.36,2248.31,Stayed,,
85928-NOR,Female,26,No,North Carolina,3,32,Deal 5,Yes,No,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.25,669,0,0,84.35,753.35,Churned,Dissatisfaction,Network reliability
97383-IDA,Female,46,No,Idaho,4,8,Deal 2,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,76.15,4929.55,0,0,1402.7,6332.25,Stayed,,
49037-PEN,Female,24,Yes,Pennsylvania,15,1,,Yes,No,No,,,,,,,,,,One Year,Yes,Bank Withdrawal,19.45,600.25,0,0,193.38,793.63,Stayed,,
28634-TEN,Female,53,Yes,Tennessee,0,25,Deal 2,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,108,5760.65,0,0,959.04,6719.69,Stayed,,
12136-COL,Female,25,Yes,Colorado,2,35,,Yes,No,No,,,,,,,,,,Month-to-Month,No,Bank Withdrawal,19.9,19.9,0,0,11.83,31.73,Joined,,
78319-KAN,Male,71,Yes,Kansas,8,9,Deal 4,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,74.45,1145.7,0,0,661.05,1806.75,Churned,Dissatisfaction,Limited range of services
29871-LOU,Male,58,Yes,Louisiana,3,34,,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.2,420.2,0,0,112.88,533.08,Churned,Dissatisfaction,Service dissatisfaction
45611-PEN,Female,66,No,Pennsylvania,12,33,Deal 3,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,84.95,2169.75,0,0,474.76,2644.51,Churned,Price,Price too high
33911-UTA,Female,47,No,Utah,12,1,,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,88.85,929.45,0,0,327.6,1257.05,Stayed,,
33993-ALA,Male,59,No,Alabama,3,13,Deal 1,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,111.3,7482.1,0,0,1959.08,9441.18,Churned,Attitude,Attitude of support person
23829-RHO,Male,76,Yes,Rhode Island,5,32,Deal 4,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,95.35,898.35,0,0,413.7,1312.05,Churned,Competitor,Competitor made better offer
24317-NOR,Female,34,Yes,North Dakota,0,32,,Yes,No,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,76.95,4543.95,0,0,1632,6175.95,Stayed,,
43182-MON,Male,48,Yes,Montana,15,27,Deal 2,Yes,Yes,No,,,,,,,,,,One Year,No,Credit Card,24.8,1600.95,0,0,2981.55,4582.5,Stayed,,
23147-NEV,Male,39,No,Nevada,8,28,Deal 1,Yes,No,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,104.9,7559.55,0,0,500.4,8059.95,Stayed,,
31572-UTA,Female,84,Yes,Utah,1,17,Deal 3,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,98.1,2510.7,44.17,0,485.16,2951.69,Stayed,,
73893-NEB,Female,40,Yes,Nebraska,7,5,Deal 5,Yes,No,No,,,,,,,,,,One Year,Yes,Credit Card,19.75,145,0,0,369.04,514.04,Churned,Price,Long distance charges
35658-GEO,Male,35,No,Georgia,2,16,,Yes,No,No,,,,,,,,,,Month-to-Month,No,Mailed Check,20.45,20.45,0,0,39.61,60.06,Joined,,
81512-CAL,Female,63,Yes,California,13,16,Deal 2,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,100.05,4834,37.45,0,48.96,4845.51,Stayed,,
73441-WYO,Male,37,Yes,Wyoming,0,4,,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,81.3,3190.65,0,0,321.03,3511.68,Stayed,,
91585-CAL,Male,43,No,California,9,2,Deal 5,No,,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,25.15,25.15,0,0,0,25.15,Churned,Competitor,Competitor had better devices
32847-PEN,Female,58,Yes,Pennsylvania,15,12,,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,91.1,455.3,0,0,70.86,526.16,Churned,Price,Long distance charges
63487-NEW,Female,36,Yes,New Hampshire,8,34,,Yes,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,44.75,44.75,0,0,40.87,85.62,Joined,,
31404-KEN,Female,29,Yes,Kentucky,0,6,Deal 3,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,88.8,3340.55,0,0,39.96,3380.51,Stayed,,
18570-CAL,Female,69,No,California,13,30,,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,No,Yes,One Year,No,Bank Withdrawal,110.5,6139.5,0,0,2639.28,8778.78,Stayed,,
52338-WAS,Female,24,No,Washington,15,6,Deal 5,Yes,No,No,,,,,,,,,,One Year,No,Credit Card,19.9,173.15,0,0,113.4,286.55,Stayed,,
12728-ALA,Female,28,Yes,Alabama,2,13,,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,80.3,324.2,0,0,154.96,479.16,Stayed,,
12342-UTA,Male,76,No,Utah,9,3,Deal 1,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,No,Yes,Two Year,Yes,Credit Card,99.65,6951.15,3.33,0,2439.56,9387.38,Stayed,,
88202-FLO,Female,78,Yes,Florida,10,23,,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,98.9,5780.7,0,0,1804.38,7585.08,Stayed,,
42619-LOU,Male,67,Yes,Louisiana,15,26,,Yes,No,No,,,,,,,,,,Two Year,No,Bank Withdrawal,19.65,978,0,0,1228.01,2206.01,Stayed,,
42360-NEW,Female,77,No,New Jersey,0,24,Deal 3,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,No,No,Yes,Two Year,No,Bank Withdrawal,89.45,2807.65,31.58,0,1427.86,4203.93,Stayed,,
86289-KAN,Male,27,No,Kansas,4,27,,Yes,No,No,,,,,,,,,,Month-to-Month,No,Credit Card,20.3,20.3,0,0,29.19,49.49,Joined,,
83601-FLO,Female,20,No,Florida,13,5,,Yes,No,Yes,DSL,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,55.7,335.65,0,0,18.96,354.61,Stayed,,
81957-KAN,Male,51,Yes,Kansas,14,18,,Yes,Yes,Yes,DSL,No,No,No,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,66.15,3199,0,0,870.73,4069.73,Stayed,,
82035-WAS,Male,55,No,Washington,8,34,,Yes,No,Yes,DSL,Yes,Yes,No,Yes,No,No,No,No,One Year,No,Bank Withdrawal,58.2,469.25,0,30,140.16,639.41,Stayed,,
37470-ARK,Male,67,No,Arkansas,2,16,,Yes,No,No,,,,,,,,,,One Year,Yes,Credit Card,20.05,417,0,0,756.58,1173.58,Stayed,,
27149-RHO,Female,40,No,Rhode Island,10,31,,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.45,2467.1,0,0,822.73,3289.83,Churned,Dissatisfaction,Lack of self-service on Website
99522-VIR,Female,20,Yes,Virginia,8,10,,No,,Yes,DSL,Yes,No,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,33.6,2117.2,0,110,0,2227.2,Stayed,,
41816-MAS,Female,71,Yes,Massachusetts,7,10,,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Credit Card,91.7,2758.15,0,0,1376.4,4134.55,Churned,Competitor,Competitor made better offer
95902-COL,Female,40,No,Colorado,11,11,,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.1,2368.4,0,0,581,2949.4,Churned,Competitor,Competitor had better devices
99549-FLO,Female,77,Yes,Florida,7,14,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,No,No,Two Year,Yes,Bank Withdrawal,79.55,718.55,0,10,223.65,952.2,Stayed,,
66515-ORE,Female,28,Yes,Oregon,0,7,,Yes,No,No,,,,,,,,,,One Year,No,Bank Withdrawal,20.55,99.45,0,0,206.05,305.5,Stayed,,
77286-UTA,Male,29,No,Utah,7,8,Deal 5,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.35,758.6,0,0,442.26,1200.86,Churned,Competitor,Competitor offered higher download speeds
41322-ARK,Female,36,Yes,Arkansas,7,2,Deal 2,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,108.05,7118.9,0,0,2687.1,9806,Stayed,,
16327-MIC,Male,83,No,Michigan,13,2,Deal 3,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,No,No,One Year,Yes,Bank Withdrawal,101.45,2948.6,0,60,191.11,3199.71,Stayed,,
32586-HAW,Female,25,No,Hawaii,15,10,,Yes,Yes,No,,,,,,,,,,Month-to-Month,Yes,Credit Card,-8,25.75,0,0,15.22,40.97,Joined,,
56878-NEW,Female,49,No,New Jersey,3,23,Deal 4,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,79.55,958.25,0,0,263.16,1221.41,Stayed,,
18214-HAW,Female,29,No,Hawaii,9,34,Deal 2,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,Yes,One Year,No,Credit Card,100.9,5448.6,0,0,2264.9,7713.5,Stayed,,
21140-TEX,Male,38,No,Texas,7,36,,Yes,No,Yes,Fiber Optic,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,73.85,926.25,0,0,494.34,1420.59,Churned,Other,Moved
64294-MAR,Female,20,No,Maryland,14,7,Deal 1,Yes,Yes,No,,,,,,,,,,Two Year,No,Credit Card,25.05,1629.2,0,0,1712.92,3342.12,Stayed,,
67672-FLO,Male,46,Yes,Florida,6,13,,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.35,3540.65,0,0,952,4492.65,Stayed,,
66749-IOW,Female,47,No,Iowa,9,5,,Yes,No,No,,,,,,,,,,Month-to-Month,No,Credit Card,20.75,20.75,0,0,36.28,57.03,Joined,,
89393-NEW,Male,44,No,New Hampshire,5,2,,Yes,No,Yes,Cable,Yes,Yes,No,No,No,No,No,Yes,One Year,No,Credit Card,53.65,1939.35,0,0,288,2227.35,Stayed,,
93090-TEX,Female,31,No,Texas,3,22,,Yes,Yes,No,,,,,,,,,,Two Year,No,Credit Card,25.2,387.9,0,0,700.2,1088.1,Stayed,,
32247-TEX,Female,42,No,Texas,12,6,,Yes,No,Yes,Cable,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,51.65,524.5,0,0,490.4,1014.9,Stayed,,
46479-CAL,Male,41,Yes,California,0,13,,Yes,No,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,71.1,213.35,2.62,0,111,321.73,Joined,,
53295-NOR,Female,35,No,North Dakota,7,33,Deal 5,Yes,Yes,No,,,,,,,,,,Month-to-Month,Yes,Bank Withdrawal,25.7,25.7,0,0,43.84,69.54,Joined,,
52281-ARK,Female,50,Yes,Arkansas,0,19,Deal 2,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,86.1,3551.65,0,0,328.09,3879.74,Stayed,,
97891-MAR,Female,21,Yes,Maryland,6,6,Deal 5,Yes,No,No,,,,,,,,,,Month-to-Month,No,Credit Card,20.05,163.6,0,0,125.28,288.88,Stayed,,
94573-MON,Female,71,No,Montana,12,7,Deal 5,Yes,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,46,181.6,0,0,168.52,350.12,Churned,Competitor,Competitor made better offer
61243-UTA,Male,66,No,Utah,9,2,Deal 1,Yes,No,No,,,,,,,,,,Two Year,Yes,Bank Withdrawal,19.6,1387.45,0,0,1145.23,2532.68,Stayed,,
39937-SOU,Female,34,Yes,South Carolina,5,32,,Yes,No,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,93.85,1625.65,0,0,76.67,1702.32,Churned,Price,Price too high
45390-GEO,Female,27,Yes,Georgia,5,8,Deal 5,Yes,Yes,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,48.95,273.25,0,0,148.98,422.23,Stayed,,
94086-IND,Female,67,Yes,Indiana,6,1,Deal 5,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94,181.7,0,0,41.98,223.68,Churned,Other,Don't know
55339-UTA,Female,70,Yes,Utah,9,7,Deal 5,Yes,No,Yes,Cable,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.55,49.55,0,0,24.24,73.79,Churned,Dissatisfaction,Limited range of services
87521-RHO,Male,35,Yes,Rhode Island,11,6,,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,105.65,6903.1,0,0,1550.72,8453.82,Churned,Other,Don't know
86198-FLO,Female,35,Yes,Florida,14,1,,No,,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,54.85,2191.7,0,0,0,2191.7,Stayed,,
15675-GEO,Female,47,Yes,Georgia,8,32,Deal 2,Yes,No,Yes,DSL,Yes,No,Yes,Yes,No,No,No,Yes,One Year,No,Credit Card,56.9,2560.1,0,0,1768.7,4328.8,Stayed,,
64297-KAN,Male,23,Yes,Kansas,7,7,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,90.75,90.75,0,0,23.06,113.81,Churned,Attitude,Attitude of support person
13429-SOU,Female,48,No,South Dakota,12,11,Deal 1,Yes,Yes,Yes,Cable,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,84.2,5986.55,0,0,2724.48,8711.03,Stayed,,
58582-OKL,Female,36,Yes,Oklahoma,1,27,,Yes,No,No,,,,,,,,,,Two Year,No,Credit Card,19.8,641.35,0,0,412.83,1054.18,Stayed,,
28354-SOU,Male,60,No,South Carolina,9,25,,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,109.55,3608,0,0,147.52,3755.52,Stayed,,
74173-NEW,Female,49,No,New Mexico,15,27,,Yes,No,No,,,,,,,,,,Month-to-Month,Yes,Credit Card,20.5,104.3,0,0,123.05,227.35,Stayed,,
